ID - KNIP	ID - BAG	Company	belongs to		Checked	Can be purchased	contract	Can be used for comparison	Adr.	Policy Conditions	Image	descripion_de	description_en	reviews	Gesammt Rating	Leistungsrückerstattung	Kundenzufriedenheit	Erreichbarkeit (Öffnungszeiten)	Erreichbarkeit (Kanal)	Knip Weiterempfehlung	positive	negative
80	1040	KKV Krankenkasse Visperterminen	-	-	Entscheid mit Sven :   bleibt drin	Yes	Nein	yes	Wierastrasse    3932 Visperterminen   Tel. 027 948 00 50   Fax 027 948 00 51   kkv@visperterminen.ch    www.kkv.ch		kkv.png	Die KKV Krankenkasse mit Sitz in Visperterminen (Kanton Wallis) ist ein lokal und regional fest verankerter Kranken- und Unfallversicherer in der Region Oberwallis. Da die Krankenkasse im Vergleich zu anderen Kassen relativ klein ist, steht für die KKV besonders die persönliche Beziehung zu ihren Kunden und die individuelle Beratung im Vordergrund.     Durch die kostengünstigen Strukturen und geringen Verwaltungsapparat sowie dem Verzicht auf ein kostspieliges Agentur- und Beraternetzwerk kann die KKV ihre Kosten relativ gering halten. Die Kostenersparnis gibt die Versicherungen in Form von niedrigeren Prämien an ihre Kunden weiter.     Zielgruppe der KKV sind Privat- und Unternehmenskunden im Bereich Kranken- und Unfallversicherung. Privatkunden stehen mehrere Modelle im Bereich der obligatorischen Krankenversicherung nach dem Krankenversicherungsgesetz (KVG) zur Auswahl. Ergänzt wird das Angebot durch freiwillige Zusatzversicherungen nach dem Versicherungsvertragsgesetz (VVG), die sowohl allgemeiner Natur sind als sich auch an spezielle Zielgruppen wenden. Unternehmen bietet die KKV maßgeschneiderte (Kollektiv-)Lösungen an, von denen Mitarbeitende und die Unternehmen profitieren. Darüber hinaus hält die Krankenkasse auch Angebote für Selbstständige bereit.     Über die Internetplattform können Versicherte jederzeit mit der KKV in Kontakt treten und beispielsweise wichtige persönliche Daten ändern, Rechnungen stellen oder das gewählte Modell ändern.     Im Rahmen ihrer Angebotspolitik arbeitet die KKV mit verschiedenen Partnern im Bereich Zusatzversicherung und Dienstleistungen zusammen.		N/A	8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
65	829	KluG Krankenversicherung	-	-	Yes	Yes	Nein	yes	Gubelstrasse 22   6300 Zug   Tel. 041 724 32 78   Fax 041 724 20 45    team.klug@klug.ch   www.klug.ch		klug_versicherungen.png	Die Klug Krankenversicherung ist eine kleines Unternehmen, das die Patienten individuell betreut, dafür aber auch erstklassige Leistungen erbringen möchten. Aufgrund eines günstigen Verwaltungsapparates sieht sich die Leitung der Klug Krankenversicherung dazu imstande, keine zu hohen Prämien von den Versicherten zu verlangen. Die Klug Krankenversicherung bietet Versicherungen für Privatpersonen, Familien oder auch Unternehmen, die ihre Mitarbeiter krankenversichern möchten, an. Weiterhin werden viele Zusatzversicherungen neben der Grundkrankenversicherung angeboten, die sich alle um das Thema Gesundheit drehen. Hier werden zum Beispiel eine Zahnversicherung oder auch eine Spitalversicherung und vieles mehr angeboten. Die Versicherung ist vor allem über das Internet und das Telefon für ihre Versicherten erreichbar, aber auch in der Filiale in Zug kann der persönliche Kontakt hergestellt werden. Doch nicht immer ist es möglich, dass die Versicherten von weit her anreisen, dann steht eine Telefonnummer zur Verfügung, auf der der Kundenberater zu erreichen ist. Das Jahr 2012 hat die Klug Krankenversicherung mit einem plus von 312.803,17 CHF abgeschlossen.		N/A	8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
66	1328	kmu-Krankenversicherung	-	-	Yes	Yes	Nein	yes	Bachtelstrasse 5   8400 Winterthur   Tel. 052 269 12 60   Fax 052 269 12 65   info@kmu-kv.ch    www.kmu-kv.ch		kmu_krankenversicherung.png	Mit nur 12 Mitarbeitern ist die KMU ein sehr kleines Unternehmen, das etwa 8000 Versicherte und circa 50 Firmen betreut. Dadurch kommt es in der KMU Krankenversicherung vor allem zu einem sehr persönlichen Kontakt zwischen Kunde und Mitarbeiter. Noch heute hat die KMU ihren Sitz in Winterthur, betreut die Kunden aber auch telefonisch und über das Internet auch an allen anderen Stand- und Wohnorten. Neben der Grundversicherung werden auch viele Zusatzversicherungen angeboten, wie natürlich eine Unfallversicherung, eine Zahnersatzversicherung oder auch eine Rechtsschutzversicherung für gesundheitliche Rechtsfragen. Auch Erwerbsunfall- oder Reisekrankenversicherungen können hier abgeschlossen werden. Das Jahr 2012 schloss die KMU mit einem Gesamtgewinn von 1.250.561 CHF ab.		N/A	8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
30	762	Kolping Krankenkasse AG			Weitere Entwicklung beobachten   => Integration in Sympany ??	yes		yes	Ringstrasse 16    Postfach 198   8600 Dübendorf   Tel. 044 824 80 80   Fax 044 824 80 99   info@mykolping.ch   www.mykolping.ch		sympany.png				8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
4	376	KPT Krankenkasse AG	-	-	yes	Yes	Nein	yes	Tellstrasse 18   Postfach 8624   3001 Bern   Tel. 058 310 91 11   Fax 058 310 86 35   kpt@kpt.ch    www.kpt.ch		kpt_cpt.png	Die KPT CPT Holding AG ist eine große Versicherung mit Hauptsitz in Bern. Bei ihr sind rund 450 Mitarbeiter beschäftigt, die circa 430.000 Versicherte betreuen. Gerade der Online-Markt wird von der Holding AG angesprochen und sie ist über ihre Internetseite 24 Stunden für ihre Kunden erreichbar. Vor allem die Buchstaben KPT stehen für eine besondere Bedeutung. K für Kompetenz, P für persönlich und T für Transparenz. Diesen Grundsatz leben die Mitarbeiter auch täglich bei ihrer Arbeit. Neben der Grundversicherung und der Unfallversicherung bietet die Holding AG natürlich auch viele Zusatzversicherungen an, wie eine Erwerbsausfallversicherung oder eine Internationale Krankenversicherung. Prämien kann ein Kunde sparen, wenn er seine gesamte Kundenverbindung online abwickelt. Laut Geschäftsbericht des Jahres 2012 konnte die Holding AG ihre Versichertenzahl in den letzten Jahren ständig steigern, und das Jahr mit einem Umsatz von 31.876.000,00 CHF erfolgreich abschließen. So hatte die KPT CPT Holding AG eine Umsatzsteigerung im Jahr 2012 von 15,8 % zum Vorjahr.		N/A	8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
3254	134	Kranken- und Unfallkasse  Bezirkskrankenkasse Einsiedeln	-	-	Für Vorversicherungs Vergleich	yes	nein	yes	Hauptstrasse 61   Postfach 57   8840 Einsiedeln   Tel. 055 412 23 18   Fax 055 412 88 34   bezirkskrankenkasse@sihlnet.ch   www.kkeinsiedeln.ch		krankenkasse_einsiedeln.png				8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
?	1540	Krankengeldversicherung für   Mitarbeiter der fenaco  Mitgliedgenossenschaften (KGV)	-	-	Beschluss : Löschen,   Begründung: Taggeld => VVG	nein	Nein	nein	Postfach 344   8401 Winterthur   Tel. 052 264 23 20 (21)   Fax 052 213 67 93		-				7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
67	1322	Krankenkasse Birchmeier	-		yes	Yes	Nein	yes	Hauptstrasse 22   5444 Künten   Tel. 056 485 60 40   Fax 056 485 60 45   info@kkbirchmeier.ch   www.kkbirchmeier.ch		krankenkasse_birchmeier.png	Heute bietet die Kasse ihren Versicherten ein ganzheitliches und attraktives Leistungsangebot. Personen, die im Kanton Aargau wohnen, können je nach persönlichen Wünschen und Bedürfnissen Bausteine einer Grundversicherung, Zusatzversicherungen (ambulant), Spitalversicherungen (stationär), Zahnversicherungen, Patientenrechtsschutzversicherungen, Risikokapitalversicherung, Ferien- und Reiseversicherung und der Klassiker Taggeldversicherung angeboten werden. Engagierte und gut ausgebildeten Mitarbeiter der Krankenversicherung Birchmeier legen Wert auf eine hohe Beratungs- und Dienstleistungsqualität gegenüber den Versicherten. Mittlerweile hat die Krankenversicherung Birchmeier rund 10.000 Mitglieder. Die Bilanzsumme leigt bei ca. 17,5 Mio. CHF (2012).		N/A	8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
?	1142	Krankenkasse Institut Ingenbohl			Für Vorversicherungs Vergleich	nein	nein	nein	6440 Brunnen   Tel. 041 825 22 37   Fax 041 825 22 66   krankenkasse@kloster-ingenbohl.ch		-				7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
49	360	Krankenkasse Luzerner Hinterland	-	-	yes	Yes	Nein	yes	Luzernstrasse 19   6144 Zell   Tel. 041 989 70 00   Fax 041 989 70 01   info@kklh.ch    www.kklh.ch		luzerner_hinterland.png	Die Luzerner Hinterland Krankenversicherung betreut mit neun Mitarbeitern und zwei Auszubildenden die ihre Versicherten von ihrem Sitz Zell (Kanton Luzern) aus. Aufgrund der Mitgliederzahl von etwa 21.000 gehört sie zu den kleineren Krankenversicherungen in der Schweiz, betreut aber trotz des Hauptaugenmerks auf die Region Luzern und Luzerner Landschaft weitere zehn Kantone. Doch genau das spiegelt auch den Leitspruch "Qualität statt Wachstum" der KKLH wider. Die Luzerner Hinterland Krankenversicherung ist neben dem persönlichen ihrem Geschäftssitz auch gut über das Internet oder einen zentralen Telefonanschluss erreichbar. Neben der Grundversicherung bietet die Krankenversicherung natürlich auch viele Zusatzversicherungen im Sinne von KVG und VVG an. So werden hier unter anderem eventuelle Folgeschäden von Unfällen, Mutterschaften und Krankheiten versichert. Aber auch Zahnersatzversicherungen, Reise- und Auslandsversicherungen oder Spitalversicherungen können hier zusätzlich abgeschlossen werden. Laut Geschäftsbericht der KKLH steigerte sich der Mitgliederbestand vom Jahr 1990 mit gerade mal 4000 auf im Jahr 2012 ca. 21.000 Versicherte. Gerade in den letzten 10 Jahren stieg diese Zahl rasant an. Im Jahr 2012 machte die Krankenversicherung zudem einen Gewinn von 1.901.466 CHF und schloss somit mit einem Eigenkapital von 32.888.203 CHF. Im Vorjahr waren dies hingegen "nur" 30.147.567 CHF.		N/A	7,8	7	7	8	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
?	1522	Krankenkasse Schweizerischer Metallbaufirmen	-	-	Für Vorversicherungs Vergleich	Nein	Nein	nein	Dielsdorferstrasse 1   Postfach 56   8173 Neerach   Tel. 01 321 55 30   Fax 01 321 55 52		-				7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
?	1362	Krankenkasse Simplon	-	-	Für Vorversicherungs Vergleich	nein	nein	nein	3907 Simplon-Dorf   Tel. 027 979 14 39    Fax 027 979 14 39   kk.simplondorf@rhone.ch		-				7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
68	246	Krankenkasse Steffisburg	-	-	yes	Yes	Nein	yes	Unterdorfstrasse 37   Postfach   3612 Steffisburg   Tel. 033 439 40 20   Fax 033 439 40 29   info@kkst.ch    www.kkst.ch		krankenkasse_steffisburg.png	Die Krankenkasse Steffisburg ist eine regional tätige Krankenkasse. Sie hat Ihren Hauptsitz, wie der Name schon sagt, in Steffisburg und ist dort überwiegend regional tätig. Aber natürlich ist sie auch über zentrale Telefonnummer und den E-Mail-Kontakt zu erreichen. Die Krankenkasse Steffisburg ist eine sehr kleine Versicherung mit gerade mal einem Geschäftsführer sowie acht Mitarbeitern und Mitarbeiterinnen. Hier ist vor allem eine persönliche Beratung der Versicherten gewährleistet. Neben der Grundversicherung sowie der Unfallversicherung bietet die Krankenkasse Steffisburg natürlich auch viele Zusatzversicherungen an, zum Beispiel eine Zahnkostenversicherung oder eine Versicherung, mit der eventuelle Krankenhauskosten und Rettungskosten abgegolten werden. Dem Unternehmen ist es vor allem wichtig, sich gerade für die Anliegen Ihrer Versicherten stark zu machen. Dieses Konzept verfolgt sie nun seit über 150 Jahren. In dem Geschäftsbericht von 2012 kann man jedoch ersehen, dass der Versichertenbestand um ungefähr 21 % zum Vorjahr zurückgegangen ist. Das Jahr 2012 schloss mit einem Gewinn von 689.133,52 CHF ab. Dies waren circa 40 % Gewinn weniger als im Vorjahr.		N/A	7,8	7	7	8	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
77	1331	Krankenkasse Stoffel			Für Vorversicherungs Vergleich	yes	Nein	yyes	Bahnhofstrasse 63   8887 Mels   Tel. 081 723 56 09   Fax 081 723 76 55   info@kkstoffel.ch   www.kkstoffel.ch		-	Die als Verein organisierte Krankenkasse Stoffel mit Sitz in Mels (Kanton St. Gallen) ist eine noch recht junge und lokal fest verankerte Schweizer Versicherungsgesellschaft mit dem Schwerpunkt auf Kranken- und Zusatzversicherungen. Im Bereich der obligatorischen Krankenpflegeversicherung (Grundversicherung) und der Taggeldversicherung nach dem KVG gewährt die Krankenkasse Stoffel ihren Mitgliedern, beruhend auf dem Grundsatz der Gegenseitigkeit, Versicherungsschutz gegen die wirtschaftlichen Folgen von Krankheit, Mutterschaft und Unfall. Seit dem 01. Januar 1997 bietet die Krankenkasse darüber hinaus Zusatzversicherungen gemäß dem Versicherungsvertragsgesetz (VVG) ebenfalls zum Schutz gegen die wirtschaftlichen Folgen von Krankheit, Mutterschaft und Unfall. Die Zusatzversicherungen der Krankenkasse Stoffel bilden damit eine Ergänzung des Grundversicherungsangebots.     Die Krankenkasse Stoffel verfügt über eine Niederlassung in Mels. Darüber hinaus stellt sie auf ihrer Internetplattform ein umfangreiches Download-Portal zur Verfügung, wo sich Interessierte über die Versicherungsprodukte- und -dienstleistungen informieren können.     Im Rahmen der Versicherungsprämien bietet die Krankenkasse Stoffel ihren Mitgliedern mehrere Möglichkeiten, den Prämienbetrag zu reduzieren, beispielsweise durch eine höher wählbare Franchise bei der obligatorischen Krankenversicherung. Darüber hinaus gibt es auch einen Prämienrabatt, wenn der Versicherte über seinen Arbeitgeber gegen Unfallrisiken versichert ist. Und auch im Rahmen der freiwilligen Zusatzversicherung hält die Krankenkasse entsprechende Angebote wie den Familienrabatt (ab zwei oder ab drei Personen) bereit.     Die Krankenkasse Stoffel versicherte zum Bilanzstichtag 31. Dezember 2012 in der obligatorischen Krankenversicherung insgesamt 1.678, im wählbaren Franchise 646 und im Hausarztsystem 823 Personen. Im Bestand der Zusatzversicherungen befanden sich 2.020 Policen. Träger der Zusatzversicherungen ist die Helsana Zusatzversicherungen AG. Die Prämieneinnahmen zum Bilanzstichtag 2012 beliefen sich auf rund 3,9 Millionen Schweizer Franken. Dem gegenüber standen Aufwendungen für Versicherungsleistungen in Höhe von ca. 3,6 Millionen Schweizer Franken.			7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
-	1147	Krankenkasse Turbenthal			Beschluss : Löschen, da nicht digtal  angebunden	nein		nein	Tösstalstrasse 147   8488 Turbenthal   Tel. 052 385 33 65		-				7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
-	1003	Krankenkasse Zeneggen			Yes	ja	Nein	ja	Neue Scheune   3934 Zeneggen   Tel. 027 946 67 08   Fax 027 946 45 64   kkz@rhone.ch		-				8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
61	558	Krankenversicherung Flaachtal AG	Ein Angebot der ÖKK	Ökk	yes	yes	Nein	yes	Bahnhofstrasse 13   7302 Landquart   Tel. 058 456 10 10   Fax 058 456 10 11   info@oekk.ch    www.oekk.ch		ökk.png	Die Stiftung ÖKK hat ihren Sitz in Landquart (Kanton Graubünden) und ist ein Schweizer Versicherungsunternehmen mit einer Holdingstruktur. Der Versicherer hat vor allem im Kanton Graubünden einen hohen Marktanteil (50 Prozent, Stand 2013). Darüber hinaus ist das Unternehmen aber auch schweizweit tätig. Heute kommen bereits 40 Prozent aller Versicherten aus Regionen außerhalb des Kantons Graubünden – Tendenz steigend.     Die ÖKK versicherte zum Abschlussstichtag 31. Dezember 2012 rund 167.000 Menschen und 14.700 Unternehmen. Das Unternehmen beschäftigt ca. 370 Mitarbeiter in 38 Agenturen, die sich auf neun verschiedene Kantone mit Schwerpunkt Graubünden verteilen.     Das Angebot der Stiftung ÖKK erstreckt sich auf Versicherungslösungen aus den Bereichen Krankheit, Unfall, Erwerbsausfall und berufliche Vorsorge. In Zusammenarbeit mit verschiedenen Partnerfirmen werden auch Lebens-, Haftpflicht- und Sachversicherungen über die ÖKK vertrieben.     Die Bruttoprämieneinnahmen aus den unterschiedlichen Geschäftsbereichen bezifferte der Versicherer im Geschäftsjahr 2012 mit rund 592,5 Millionen Schweizer Franken. In der Bilanz der ÖKK wurde zum Abschlussstichtag 31. Dezember 2012 eine Summe von 426,2 Millionen Franken ausgewiesen. Der Jahresgewinn belief sich auf 11,8 Millionen Franken.		N/A	8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
70	1574	maxi.ch Versicherungen AG   maxi.ch Assurances SA   maxi.ch Assicurazioni SA	Ein Angebot der Helsana Gruppe	Helsana Gruppe	yes	nein	nein	nein	Helsana-Gruppe   Postfach   8081 Zürich   Tel. 043 340 11 11   Fax 043 340 01 11   http://www.helsana.ch		helsana.png				7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
28	1479	Mutuel Assurance Maladie SA   Mutuel Krankenversicherung AG   Mutuel Assicurazione Malattia SA		Groupe Mutuel	yes	yes	Nein	yes	Groupe Mutuel   Mutuel Assurances   Rue des Cèdres 5   1920 Martigny   Tel. 0848 803 111   Fax 0848 803 112   info@groupemutuel.ch   www.groupemutuel.ch		groupe_mutuel.png	Rund 1,2 Millionen (1'190'000) Einzelversicherte sind den Mitgliedskrankenversicherern der Groupe Mutuel für die obligatorische Krankenpflegeversicherung (OKP) angeschlossen. Zählt man die Versicherten mit nur einer privaten Zusatzversicherung dazu, beträgt die Versichertenzahl 1,4 Millionen. Rund 17'000 Unternehmen aus allen Tätigkeitsbereichen vertrauen bei ihren Taggeldversicherungen, Unfallversicherungen und der beruflichen Vorsorge voll und ganz den Versicherern der Groupe Mutuel. Der Umsatz aller Mitgliedsgesellschaften übersteigt 4,6 Milliarden Franken, rund 3,7 Milliarden stammen aus dem Bereich Krankenversicherung. Die Krankenversicherer der Groupe Mutuel bieten umfassende Lösungspakete in der obligatorischen Krankenpflegeversicherung und den Zusatzversicherungen an. Die Groupe Mutuel verwaltet ausserdem zwei Vorsorgestiftungen: die schweizweit tätige Groupe Mutuel Vorsorge und die Walliser Vorsorge, die auf die Unternehmen im Kanton Wallis ausgerichtet ist. Die Groupe Mutuel Leben GMV AG deckt den Bereich Lebensversicherungen ab. Mit ihren verschiedenen Versicherungsgesellschaften ist die Groupe Mutuel, Association d’assureurs, ein umfassendes Unternehmen, das Einzelpersonen sowie Unternehmen mit bedarfsgerechten Versicherungslösungen unterstützt.		N/A	8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
21	455	ÖKK Kranken- und  Unfallversicherungen AG	-	-	Yes	Yes	Nein	yes	Bahnhofstrasse 13   7302 Landquart   Tel. 058 456 10 10   Fax 058 456 10 11   info@oekk.ch    www.oekk.ch		ökk.png	Die Stiftung ÖKK hat ihren Sitz in Landquart (Kanton Graubünden) und ist ein Schweizer Versicherungsunternehmen mit einer Holdingstruktur. Der Versicherer hat vor allem im Kanton Graubünden einen hohen Marktanteil (50 Prozent, Stand 2013). Darüber hinaus ist das Unternehmen aber auch schweizweit tätig. Heute kommen bereits 40 Prozent aller Versicherten aus Regionen außerhalb des Kantons Graubünden – Tendenz steigend.     Die ÖKK versicherte zum Abschlussstichtag 31. Dezember 2012 rund 167.000 Menschen und 14.700 Unternehmen. Das Unternehmen beschäftigt ca. 370 Mitarbeiter in 38 Agenturen, die sich auf neun verschiedene Kantone mit Schwerpunkt Graubünden verteilen.     Das Angebot der Stiftung ÖKK erstreckt sich auf Versicherungslösungen aus den Bereichen Krankheit, Unfall, Erwerbsausfall und berufliche Vorsorge. In Zusammenarbeit mit verschiedenen Partnerfirmen werden auch Lebens-, Haftpflicht- und Sachversicherungen über die ÖKK vertrieben.     Die Bruttoprämieneinnahmen aus den unterschiedlichen Geschäftsbereichen bezifferte der Versicherer im Geschäftsjahr 2012 mit rund 592,5 Millionen Schweizer Franken. In der Bilanz der ÖKK wurde zum Abschlussstichtag 31. Dezember 2012 eine Summe von 426,2 Millionen Franken ausgewiesen. Der Jahresgewinn belief sich auf 11,8 Millionen Franken.		N/A	7,8	7	7	8	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
97	1535	Philos Assurance Maladie SA   Philos Krankenversicherung AG   Philos Assicurazione Malattia SA	Ein Angebot der Groupe Mutuel	Groupe Mutuel	Yes	Yes	Nein	yes	Groupe Mutuel   Philos Caisse maladie-accident   Rue des Cèdres 5   1920 Martigny   Tel. 0848 803 111   Fax 0848 803 112   info@groupemutuel.ch   www.groupemutuel.ch		groupe_mutuel.png	Rund 1,2 Millionen (1'190'000) Einzelversicherte sind den Mitgliedskrankenversicherern der Groupe Mutuel für die obligatorische Krankenpflegeversicherung (OKP) angeschlossen. Zählt man die Versicherten mit nur einer privaten Zusatzversicherung dazu, beträgt die Versichertenzahl 1,4 Millionen. Rund 17'000 Unternehmen aus allen Tätigkeitsbereichen vertrauen bei ihren Taggeldversicherungen, Unfallversicherungen und der beruflichen Vorsorge voll und ganz den Versicherern der Groupe Mutuel. Der Umsatz aller Mitgliedsgesellschaften übersteigt 4,6 Milliarden Franken, rund 3,7 Milliarden stammen aus dem Bereich Krankenversicherung. Die Krankenversicherer der Groupe Mutuel bieten umfassende Lösungspakete in der obligatorischen Krankenpflegeversicherung und den Zusatzversicherungen an. Die Groupe Mutuel verwaltet ausserdem zwei Vorsorgestiftungen: die schweizweit tätige Groupe Mutuel Vorsorge und die Walliser Vorsorge, die auf die Unternehmen im Kanton Wallis ausgerichtet ist. Die Groupe Mutuel Leben GMV AG deckt den Bereich Lebensversicherungen ab. Mit ihren verschiedenen Versicherungsgesellschaften ist die Groupe Mutuel, Association d’assureurs, ein umfassendes Unternehmen, das Einzelpersonen sowie Unternehmen mit bedarfsgerechten Versicherungslösungen unterstützt.		N/A	8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
87	994	Progrès Versicherungen AG   Progrès Assurances SA   Progrès Assicurazioni SA	Ein Angebot der Helsana Gruppe	Helsana Gruppe	Yes	Yes	Nein	yes	Helsana-Gruppe   Progrès Versicherungen AG   Postfach   8081 Zürich   el. 043 340 11 11   Fax 043 340 01 11   http://www.helsana.ch		helsana.png	Die Helsana AG mit Sitz in Dübendorf ist ein auf die Krankenversicherung spezialisierter Schweizer Versicherungskonzern. Mit 1,9 Millionen Versicherten und Prämieneinnahmen von 6 Milliarden Schweizer Franken ist die Helsana-Gruppe der führende Kranken- und Unfallversicherer der Schweiz. Die Unternehmensgruppe beschäftigt rund 3000 Mitarbeitende und verfügt über ein schweizweites Netz von 22 Generalagenturen und 19 Verkaufsstellen.   Der Konzern umfasst fünf operativ tätige Tochtergesellschaften, die auf den Gebieten der Grundversicherung, der Zusatzversicherungen und der Unfallversicherungen tätig sind. Diese treten unter den Namen Helsana, Progrès, Sansan und Avanex als eigenständige Marken am Markt auf. Aerosana, eine weitere ehemalige Tochtergesellschaft, fusionierte per 1. Januar 2011 mit Progrès.  Das Kerngeschäft der Helsana-Gruppe bildet die Grundversicherung nach demKrankenversicherungsgesetz und generiert damit rund 70 Prozent der gesamten Prämieneinnahmen. Die Sparte Zusatzversicherungen bildet mit 27 Prozent der Prämieneinnahmen das zweite Standbein. Daneben bietet die Gruppe Unternehmen und Verbänden Kollektivtaggeld- und Unfallversicherungen sowie Lösungen in der beruflichen Vorsorge an.		N/A	8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
71	182	PROVITA Gesundheitsversicherung AG   PROVITA assurance santé SA	Ein Angebot der SWICA	Swica	yes	yes	Nein	yes	SWICA Krankenversicherung AG  Generaldirektion   Römerstrasse 38  8401 Winterthur   Tel. 052 244 22 33  Fax 052 244 22 90  swica@swica.ch		swica.png	Die Provita Holding AG – vormals Sulzer-Krankenkasse – mit Sitz in Winterthur (Kanton Zürich) ist eine auf Krankenversicherungen spezialisierte Schweizer Versicherungsgesellschaft. Kerngeschäft der Versicherung ist die Grundversicherung nach dem Krankenversicherungsgesetz (KVG) und Zusatzversicherungen.     Der Konzern verfügt über eine Holdingstruktur und umfasst zwei operativ tätige Tochtergesellschaften. Die kompletten Aktien der Provita Holding AG werden vom Verein Provita Grundversicherung gehalten. Für die Durchführung der Kranken- und Unfallversicherung nach dem KVG ist die Provita Grundversicherung AG zuständig. Für die Durchführung der Zusatzversicherungen gemäß dem Versicherungsvertragsgesetz (VVG) ist die Provag Versicherungen AG zuständig, die 2011 jedoch an die SWICA Holding verkauft wurde. Das Hauptgeschäft macht der Konzern mit der Grundversicherung nach dem KVG. Der Anteil an den gesamten Prämieneinnahmen betrug bis 2011 gut 85 Prozent.     Zum 31. Dezember 2012 versicherte die Provita 57.157 Personen, was einem Plus zum Vorjahreszeitraum von 4,9 Prozent entsprach. Der Konzern beschäftigte in diesem Berichtszeitraum 61 Mitarbeiter sowie drei Lernende. In der Bilanz weist die Provita eine Summe von 76,0 Millionen Schweizer Franken aus. Der gesamte Prämienertrag belief sich in 2012 auf 156,1 Millionen Franken, was einem Anstieg zum Geschäftsjahr 2011 von 6,1 Prozent (169,6 Millionen Franken) entsprach. Aufgrund eines Anstiegs der Leistungen um 4,3 Prozent (176,8 Millionen Franken), erzielte die Provita 2012 einen negativen Jahresgewinn von 4,4 Millionen Franken.		N/A	7,8	7	7	8	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
72	1423	Publisana Krankenkasse AG	Ein Angebot der KPT CPT	KPT CPT	yes	yes	Nein	yes	Tellstrasse 18   Postfach 8624   3001 Bern   Tel. 058 310 91 11   Fax 058 310 86 35   kpt@kpt.ch    www.kpt.ch		kpt_cpt.png	Die KPT CPT Holding AG ist eine große Versicherung mit Hauptsitz in Bern. Bei ihr sind rund 450 Mitarbeiter beschäftigt, die circa 430.000 Versicherte betreuen. Gerade der Online-Markt wird von der Holding AG angesprochen und sie ist über ihre Internetseite 24 Stunden für ihre Kunden erreichbar. Vor allem die Buchstaben KPT stehen für eine besondere Bedeutung. K für Kompetenz, P für persönlich und T für Transparenz. Diesen Grundsatz leben die Mitarbeiter auch täglich bei ihrer Arbeit. Neben der Grundversicherung und der Unfallversicherung bietet die Holding AG natürlich auch viele Zusatzversicherungen an, wie eine Erwerbsausfallversicherung oder eine Internationale Krankenversicherung. Prämien kann ein Kunde sparen, wenn er seine gesamte Kundenverbindung online abwickelt. Laut Geschäftsbericht des Jahres 2012 konnte die Holding AG ihre Versichertenzahl in den letzten Jahren ständig steigern, und das Jahr mit einem Umsatz von 31.876.000,00 CHF erfolgreich abschließen. So hatte die KPT CPT Holding AG eine Umsatzsteigerung im Jahr 2012 von 15,8 % zum Vorjahr.		N/A	8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
