Versicherer	Kanton	Geschäftsjahr	Region	HMO	HMO-ID	HMO-Name	Strasse	PLZ	Ort
0312	BE	2016	PR-REG CH2	HMO	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
0312	BE	2016	PR-REG CH2	HMO	hmo3400	Medix Praxis 15 Ärztegruppe	Bahnhofstrasse 15	3400	Burgdorf
0312	BE	2016	PR-REG CH2	HMO	hmo3412	Medix Praxis Sigristenhaus	Oberdorf 3a	3412	Heimiswil
0312	BE	2016	PR-REG CH2	HMO	hmo3422	Medix Praxis Kirchberg	Schulweg 7	3422	Kirchberg
0312	BE	2016	PR-REG CH2	HMO	hmo3425	Medix Kopigen Choppiger Praxis	Waltersmattstrasse 2	3425	Koppingen
0312	BE	2016	PR-REG CH2	HMO	hmo3506G	Medix Praxis Dr. Galliker	Neuhausweg 7	3506	Grosshöchstetten
0312	BE	2016	PR-REG CH2	HMO	hmo3507	Medix Praxis Dr. Abbuehl	Rohrstrasse 51	3507	Biglen
0312	BE	2016	PR-REG CH2	HMO	hmo3512	Medix Praxis Walkringen	Hauptstrasse 14	3512	Walkringen
0312	BE	2016	PR-REG CH2	HMO	hmo3532	Medix Praxis Dr. Mueller	Oberthalstrasse 14	3532	Zäziwil
0312	BE	2016	PR-REG CH2	HMO	hmo3661	Medix Praxis Dr. Buehler	Winkel	3116	Kirchdorf
0312	BE	2016	PR-REG CH2	HMO	hmo3800	Medix Praxis Dr. Enezian	Untere Gasse 13	3800	Interlaken
0312	BE	2016	PR-REG CH2	HMO	hmo3800U	Medix Unterseen	Hauptstrasse 43	3800	Unterseen
0312	BE	2016	PR-REG CH3	HMO	hmo3800	Medix Praxis Dr. Enezian	Untere Gasse 13	3800	Interlaken
0312	BE	2016	PR-REG CH3	HMO	hmo3800U	Medix Unterseen	Hauptstrasse 43	3800	Unterseen
0312	BE	2016	PR-REG CH3	HMO	hmo4950	Medix Praxis Dr. Meli	Schultheissenstrasse 10	4950	Huttwil
0312	BL	2016	PR-REG CH1	HMO	hmo4416	Ärztenetz Nordwest AG, c/o Dr. Suter	Tannenstr. 1	4416	Bubendorf
0312	BL	2016	PR-REG CH2	HMO	hmo4054R	Ärztenetz Nordwest AG, Dr. Med. Philipp Tschopp	Rütimeyerplatz 9	4054	Basel
0312	BS	2016	PR-REG CH0	HMO	hmo4051	Medix toujours	Sternengasse 18	4051	Basel
0312	BS	2016	PR-REG CH0	HMO	hmo4051H	Santémed Gesundheitszentrum	Henric Petri-Strasse 9	4051	Basel
0312	BS	2016	PR-REG CH0	HMO	hmo4051S	CENTRAMED Basel	Sternengasse 21	4051	Basel
0312	BS	2016	PR-REG CH0	HMO	hmo4054R	Ärztenetz Nordwest AG, Dr. Med. Philipp Tschopp	Rütimeyerplatz 9	4054	Basel
0312	BS	2016	PR-REG CH0	HMO	hmo4125	CENTRAMED Riehen	Schützengasse 37	4125	Riehen
0312	GE	2016	PR-REG CH0	HMO	hmo1213	Réseau Delta	Route de Loëx 3	1213	Onex
0312	LU	2016	PR-REG CH1	HMO	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0312	LU	2016	PR-REG CH1	HMO	hmo6003L	LuMed AG, c/o Pilatus Praxis	Hallwilerweg 2	6003	Luzern
0312	LU	2016	PR-REG CH1	HMO	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0312	LU	2016	PR-REG CH1	HMO	hmo6003P	Pilatus Praxis	Pilatusstrasse 35	6003	Luzern
0312	LU	2016	PR-REG CH1	HMO	hmo6003W	Medplace AG - Aargau, Herr Paul Flückiger	Winkelriedstrasse 35	6003	Luzern
0312	LU	2016	PR-REG CH1	HMO	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0312	LU	2016	PR-REG CH1	HMO	hmo6004S	Monvia Gesundheitszentrum Luzern	Spitalstrasse 40	6004	Luzern
0312	LU	2016	PR-REG CH1	HMO	hmo6004W	Medplace Bern - Dr. Christoph Braschler	Winkelriedstrasse 35	6004	Luzern
0312	LU	2016	PR-REG CH1	HMO	hmo6045	HMO LuMed Aerztenetz Luzern		6002	Luzern
0312	LU	2016	PR-REG CH2	HMO	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0312	LU	2016	PR-REG CH2	HMO	hmo6003L	LuMed AG, c/o Pilatus Praxis	Hallwilerweg 2	6003	Luzern
0312	LU	2016	PR-REG CH2	HMO	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0312	LU	2016	PR-REG CH2	HMO	hmo6003W	Medplace AG - Aargau, Herr Paul Flückiger	Winkelriedstrasse 35	6003	Luzern
0312	LU	2016	PR-REG CH2	HMO	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0312	LU	2016	PR-REG CH2	HMO	hmo6004S	Monvia Gesundheitszentrum Luzern	Spitalstrasse 40	6004	Luzern
0312	LU	2016	PR-REG CH2	HMO	hmo6004W	Medplace Bern - Dr. Christoph Braschler	Winkelriedstrasse 35	6004	Luzern
0312	LU	2016	PR-REG CH2	HMO	hmo6045	HMO LuMed Aerztenetz Luzern		6002	Luzern
0312	LU	2016	PR-REG CH3	HMO	hmo6034	Monvia Gesundheitszentrum Inwil	Hauptstrasse 35	6034	Inwil
0312	LU	2016	PR-REG CH3	HMO	hmo6280	Monvia Gesundheitszentrum Hochdorf	Brauiplatz 4	6280	Hochdorf
0312	SG	2016	PR-REG CH1	HMO	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0312	SG	2016	PR-REG CH1	HMO	hmo9001	Santémed Gesundheitszentrum	Vadianstrasse 26	9001	St. Gallen
0312	SG	2016	PR-REG CH1	HMO	hmo9500	Santémed Gesundheitszentrum	Friedtalweg 18	9500	Wil
0312	SG	2016	PR-REG CH2	HMO	hmo9240	Santémed Gesundheitszentrum	Bahnhofstrasse 82	9240	Uzwil
0312	SG	2016	PR-REG CH2	HMO	hmo9400	Santémed Gesundheitszentrum	Kirchstrasse 26	9400	Rorschach
0312	SG	2016	PR-REG CH2	HMO	hmo9435	Santémed Gesundheitszentrum	Aechelistrasse 6	9435	Heerbrugg
0312	SG	2016	PR-REG CH3	HMO	hmo9435	Santémed Gesundheitszentrum	Aechelistrasse 6	9435	Heerbrugg
0312	SG	2016	PR-REG CH3	HMO	hmo9444	Santémed Gesundheitszentrum	Vordere Kirchstrasse 8	9444	Diepoldsau
0312	SG	2016	PR-REG CH3	HMO	hmo9630B	Santémed Gesundheitszentrum	Bahnhofstrasse 4	9630	Wattwil
0312	SO	2016	PR-REG CH0	HMO	hmo4500S	Medplace Solothurn	Schaalgasse 16	4500	Solothurn
0312	SO	2016	PR-REG CH0	HMO	hmo4600A	CENTRAMED-Partner Olten Gruppenpraxis Bifang	Aarauerstrasse 55	4600	Olten
0312	SO	2016	PR-REG CH0	HMO	hmo4600F	Monvia Gesundheitszentrum Olten	Froburgstrasse 4	4600	Olten
0312	SZ	2016	PR-REG CH0	HMO	hmo6430	Sanacare Gruppenpraxis	Oberer Steisteg 18/20	6430	Schwyz
0312	TG	2016	PR-REG CH0	HMO	hmo8280B	santémed Gesundheitszentrum	Brückenstrasse 11	8280	Kreuzlingen
0312	TG	2016	PR-REG CH0	HMO	hmo8500	Santémed Gesundheitszentrum	Unterer Graben 1	8500	Frauenfeld
0312	TG	2016	PR-REG CH0	HMO	hmo8570	Santémed Gesundheitszentrum	Marktplatz 5	8570	Weinfelden
0312	TG	2016	PR-REG CH0	HMO	hmo9220	santémed Gesundheitszentrum	Sandbänkli 1	9220	Bischofszell
0312	TI	2016	PR-REG CH1	HMO	hmo6900	Studio Medico Sanacare	Via F. Pelli 7	6900	Lugano
0312	UR	2016	PR-REG CH0	HMO	hmo6460	CENTRAMED Praxis Altdorf	Flüelerstrasse 8	6460	Altdorf
0312	UR	2016	PR-REG CH0	HMO	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
0312	VD	2016	PR-REG CH1	HMO	hmo1213	Réseau Delta	Route de Loëx 3	1213	Onex
0312	VD	2016	PR-REG CH2	HMO	hmo1213	Réseau Delta	Route de Loëx 3	1213	Onex
0312	ZG	2016	PR-REG CH0	HMO	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0312	ZG	2016	PR-REG CH0	HMO	hmo6315	Centramed Gesundheitszentrum Ägerisee	Seemattweg 2a	6315	Oberägeri
0312	ZH	2016	PR-REG CH1	HMO	hmo8001	Sanacare Gruppenpraxis Stadelhofen	Gottfried Keller-Strasse 7	8001	Zürich-Stadelhofen
0312	ZH	2016	PR-REG CH1	HMO	hmo8001R	Medix Praxis Dr. Rojas	Grossmünsterplatz 9	8001	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8001S	Sanacare Gruppenpraxis	Rämistrasse 34	8001	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0312	ZH	2016	PR-REG CH1	HMO	hmo8004	Medix Notfallpraxis	Badenerstrasse 41	8004	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8005	Medix Praxis Limmatplatz	Limmatplatz 1	8005	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8006	Medix Zürich AG	Sumatrastrasse 10	8006	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8008	Medix Praxis im Seefeld	Holbeinstrasse 20	8008	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8032F	Medix Praxis	Freiestrasse 217	8032	Zürich-Hirslanden
0312	ZH	2016	PR-REG CH1	HMO	hmo8032H	Medix Praxis	Hegibachstrasse 2	8032	Zürich-Hirslanden
0312	ZH	2016	PR-REG CH1	HMO	hmo8032K	Medix Praxis	Konkordiastrasse 5	8032	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8032L	Medix Praxis Dr. Lauber	Asylstrasse 19	8032	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8036	Santémed Gesundheitszentrum	Seebahnstrasse 89	8036	Zürich-Wiedikon
0312	ZH	2016	PR-REG CH1	HMO	hmo8037	Medix Praxis	Rotbuchstrasse 46	8037	Zürich-Wipkingen
0312	ZH	2016	PR-REG CH1	HMO	hmo8037Z	HMO Medix Ärztenetz Zürich		8037	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8038	Medix Praxis Sonnental	Albisstrasse 26	8038	Zürich-Wollishofen
0312	ZH	2016	PR-REG CH1	HMO	hmo8046	Sanacare Gruppenpraxis	In Böden 174	8046	Zürich-Affoltern
0312	ZH	2016	PR-REG CH1	HMO	hmo8048	Medix Praxis	Eugen-Huber-Strasse 16	8048	Zürich-Altstetten
0312	ZH	2016	PR-REG CH1	HMO	hmo8048M	allcare Hausarzt-Zentrum	Mürtschenstrasse 26	8048	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8049	Medix Praxis Hönggermarkt	Regensdorferstrasse 5	8049	Zürich
0312	ZH	2016	PR-REG CH1	HMO	hmo8050B	Santémed Gesundheitszentrum	Baumackerstrasse 46	8050	Zürich-Oerlikon
0312	ZH	2016	PR-REG CH1	HMO	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
0312	ZH	2016	PR-REG CH1	HMO	hmo8051	Medix Praxis	Winterthurerstrasse 524	8051	Zürich
0312	ZH	2016	PR-REG CH2	HMO	hmo8058	Medix Praxis	Airport Medical Center	8058	Zürich-Kloten
0312	ZH	2016	PR-REG CH2	HMO	hmo8134K	Medix Praxis	Kilchbergstrasse 34	8134	Adliswil
0312	ZH	2016	PR-REG CH2	HMO	hmo8134S	Medix Praxis	Soodstr. 6	8134	Adliswil
0312	ZH	2016	PR-REG CH2	HMO	hmo8302	Santémed Gesundheitszentrum	Bachstrasse 9b	8302	Kloten
0312	ZH	2016	PR-REG CH2	HMO	hmo8304	Monvia Gesundheitszentrum Wallisellen	Bahnhofstrasse 1B	8304	Wallisellen
0312	ZH	2016	PR-REG CH2	HMO	hmo8400G	Santémed Gesundheitszentrum	Gertrudstrasse 1	8400	Winterthur
0312	ZH	2016	PR-REG CH2	HMO	hmo8400M	SanaCare HMO-Praxis	Marktgasse 34	8400	Winterthur
0312	ZH	2016	PR-REG CH2	HMO	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0312	ZH	2016	PR-REG CH2	HMO	hmo8400RO	Wintimed AG	Römerstrasse 30	8400	Winterthur
0312	ZH	2016	PR-REG CH2	HMO	hmo8400S	Sanacare Praxis Winterthur Marktgasse	Schmidgasse 7	8400	Winterthur
0312	ZH	2016	PR-REG CH2	HMO	hmo8400T	SanaCare HMO-Praxis	Technikumstrasse 73	8400	Winterthur
0312	ZH	2016	PR-REG CH2	HMO	hmo8401	Sanacare AG	Zürcherstrasse 19	8401	Winterthur
0312	ZH	2016	PR-REG CH2	HMO	hmo8408	Praxisnetz WintiMed	Schlossbergstrasse 3	8408	Winterthur
0312	ZH	2016	PR-REG CH2	HMO	hmo8600L	Medix Praxis	Leepüntstrasse 16	8600	Dübendorf
0312	ZH	2016	PR-REG CH2	HMO	hmo8600N	Medix Praxis	Neuhausstrasse 15	8600	Dübendorf
0312	ZH	2016	PR-REG CH2	HMO	hmo8600W	Medix Praxis	Wilstrasse 5	8600	Dübendorf
0312	ZH	2016	PR-REG CH2	HMO	hmo8604A	Medix Praxis	Huzlenstrasse 3	8604	Volketswil
0312	ZH	2016	PR-REG CH2	HMO	hmo8604B	Medix Praxis	Grindelstrasse 4	8604	Volketswil
0312	ZH	2016	PR-REG CH2	HMO	hmo8606	Medix Praxis	Stationsstrasse 57	8606	Nänikon
0312	ZH	2016	PR-REG CH2	HMO	hmo8610	Santémed Gesundheitszentrum	Brunnackerstrasse 3	8610	Uster
0312	ZH	2016	PR-REG CH2	HMO	hmo8610F	Medix Praxis	Freiestrasse 53	8610	Uster
0312	ZH	2016	PR-REG CH2	HMO	hmo8610Q	Medix Praxis	Quellenstrasse 4	8610	Uster
0312	ZH	2016	PR-REG CH2	HMO	hmo8610S	Medix Praxisgemeinschaft Tuma	Seilerweg 1	8610	Uster
0312	ZH	2016	PR-REG CH2	HMO	hmo8704	Medix Praxis Dr. Barbler	Rebhaldenstrasse 25	8704	Herrliberg
0312	ZH	2016	PR-REG CH2	HMO	hmo8706	Medix Praxis Seifert	Dorfstrasse 24	8706	Meilen
0312	ZH	2016	PR-REG CH2	HMO	hmo8804	Medix Praxis	General-Werdmüller-Str. 4	8804	Au ZH
0312	ZH	2016	PR-REG CH2	HMO	hmo8810	Medix Praxis Central	Seestrasse 122	8810	Horgen
0312	ZH	2016	PR-REG CH2	HMO	hmo8810M	Medix Praxis Dr. Mueller	Zugerstrasse 64	8810	Horgen
0312	ZH	2016	PR-REG CH2	HMO	hmo8820	Medix Praxis	Blumenstrasse 8	8820	Wädenswil
0312	ZH	2016	PR-REG CH2	HMO	hmo8820A	Medix Praxis	Fuhrstrasse 15	8820	Wädenswil
0312	ZH	2016	PR-REG CH2	HMO	hmo8820R	Medix Praxis	Reblaubenweg 4	8820	Wädenswil
0312	ZH	2016	PR-REG CH2	HMO	hmo8952	Medix Praxis	Pflugstrasse 18	8952	Schlieren
0312	ZH	2016	PR-REG CH2	HMO	hmo8953	HMO LimmiMed Ärztepraxen Kantone AG und ZH		8953	Dietikon
0312	ZH	2016	PR-REG CH3	HMO	hmo8102	Limmimed, Dr. Med. Walter Schweizer	Zürcherstrasse 149	8102	Oberengstringen
0312	ZH	2016	PR-REG CH3	HMO	hmo8135	Medix Praxis	Heuackerstrasse 3	8135	Langnau am Albis
0312	ZH	2016	PR-REG CH3	HMO	hmo8142	Medix Praxis Dr. Zgraggen	Binzmatt 19	8142	Uitikon-Waldegg
0312	ZH	2016	PR-REG CH3	HMO	hmo8154	Medix Praxis	Bachstrasse 11	8154	Oberglatt
0312	ZH	2016	PR-REG CH3	HMO	hmo8303	Medix Praxis	Klotenerstrasse 8	8303	Bassersdorf
0312	ZH	2016	PR-REG CH3	HMO	hmo8340	Santémed Gesundheitszentrum	Bahnhofstrasse 10	8340	Hinwil
0312	ZH	2016	PR-REG CH3	HMO	hmo8620Ba	Medix Praxis	Bahnhofstrasse 208	8620	Wetzikon
0312	ZH	2016	PR-REG CH3	HMO	hmo8620Bo	Medix Praxis	Bodenstrasse 9	8620	Wetzikon
0312	ZH	2016	PR-REG CH3	HMO	hmo8625	Medix Praxis	Rebhaldenstrasse 54	8625	Gossau ZH
0312	ZH	2016	PR-REG CH3	HMO	hmo8630	Medix Praxis	Lochacher 7	8630	Rüti
0312	ZH	2016	PR-REG CH3	HMO	hmo8636	Medix Praxis Wald	Bahnhofstrasse 40	8636	Wald
0312	ZH	2016	PR-REG CH3	HMO	hmo8906	Medix Praxis	Chilestr. 11	8906	Bonstetten
0312	ZH	2016	PR-REG CH3	HMO	hmo8907	Medix Praxis Knoepfel & Steinemann	Schachenstr. 4	8907	Wettswil
0312	ZH	2016	PR-REG CH3	HMO	hmo8910C	Medix Praxis Dr. Caprez	Kirchfeld 2	8910	Affoltern am Albis
0312	ZH	2016	PR-REG CH3	HMO	hmo8932	Medix Praxis Dr. Koehler	Brueelstr. 1	8932	Mettmenstetten
0343	AG	2016	PR-REG CH0	BasicPlus	hmo4310	Hausärzteverein Fricktal, Dr. med. Beat Rickenbacher 	Stadtweg 4	4310	Rheinfelden
0343	AG	2016	PR-REG CH0	BasicPlus	hmo4663	Hausärzteverein Zofingen, Dr. med. Heinz Bhend	Oltnerstrasse 9	4663	Aarbrug
0343	AG	2016	PR-REG CH0	BasicPlus	hmo4805	Ärztenetz Aargau Südwest, c/o Dr. Med. Alfred Gerber	Zofingerstrasse 31A	4805	Brittnau
0343	AG	2016	PR-REG CH0	BasicPlus	hmo5105	Hausärzteverein Lenzburg, Dr. med. Urs Enggist	Wigart 2	5105	Auenstein
0343	AG	2016	PR-REG CH0	BasicPlus	hmo5242	HAV Brugg, Dr. med. Hubert Bommer	Föhrenweg 10	5242	Birr
0343	AG	2016	PR-REG CH0	BasicPlus	hmo5314	Hausärzteverein Zurzach, Dr. med. Hagen von Winterfeld	Hauptstrasse 5	5314	Kleindöttingen
0343	AG	2016	PR-REG CH0	BasicPlus	hmo5443	HAV Baden, Dr. med. Fabian Müller-Fuchs 	Hofacherstrasse 22	5443	Niederrohrdorf
0343	AG	2016	PR-REG CH0	BasicPlus	hmo5612	Hausärzteverein Wohlen, Dr. med. Wolfgang Meyer	Alte Poststrasse 10	5612	Villmergen
0343	AG	2016	PR-REG CH0	BasicPlus	hmo5630	Monvia Gesundheitszentrum Muri	Luzernerstrasse 35	5630	Muri AG
0343	AG	2016	PR-REG CH0	BasicPlus	hmo5722	HAV Aarau, Dr. med. Christoph Wartmann	Hinterhagweg 24	5722	Gränichen
0343	AG	2016	PR-REG CH0	BasicPlus	hmo8037	Medix Praxis	Rotbuchstrasse 46	8037	Zürich-Wipkingen
0343	AG	2016	PR-REG CH0	BasicPlus	hmo8102neu1	Limmimed Aargau, Dr. Med. Walter Schweizer	Zürcherstrasse 149	8102	Oberengstringen
0343	AG	2016	PR-REG CH0	BasicPlus	hmo8964	HAV Bremgarten, Dr. med. Andreas Weisshaar	Alte Bremgartenstrasse 8	8964	Rudolfstetten
0343	AI	2016	PR-REG CH0	BasicPlus	hmo9100	SäntiMed AG	Kasernenstrasse 30	9100	Herisau
0343	AI	2016	PR-REG CH0	BasicPlus	hmo9100M	AN Appenzellerland, Dr. Med. Vinzenz Müller	Mühlebühl 25	9100	Herisau
0343	AR	2016	PR-REG CH0	BasicPlus	hmo9100	SäntiMed AG	Kasernenstrasse 30	9100	Herisau
0343	AR	2016	PR-REG CH0	BasicPlus	hmo9100M	AN Appenzellerland, Dr. Med. Vinzenz Müller	Mühlebühl 25	9100	Herisau
0343	BE	2016	PR-REG CH1	BasicPlus	hmo2502M	Mednet Biel - Dr. Christof Käch	Murtenstrasse 18	2502	Biel/Bienne
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3011B10L	Localmed AG	Bubenbergplatz 10	3011	Bern
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3011B11	Medix Praxis Bubenberg	Bubenbergplatz 11	3011	Bern
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3012M	Mednet Bern - Dr. Amato Giani	Gesellschaftstrasse 30	3012	Bern
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3013B	Ärztenetzwerk Bern, Dr. Med. Guido Brun del Re	Beundenfeldstrasse 51	3013	Bern
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3047A	Ärztenetz Doxnet, Dr. Med. Vinzenz Hebeisen	Aeschenbrunnmattstrasse 9	3047	Bremgarten
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3052G	Ärztenetz Grauholz, Dr. Med. Markus Strebel	Lüftenweg 1	3052	Zollikofen
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3063	AN Bantiger, Dr. Med. E. Dreyer	Thalgut-Zentrum	3063	Ittigen
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3322neu1	Oberaargau - Dr. Thomas Ruckstuhl, c/o PonteNet	Zentrum 32	3322	Urtenen-Schönbühl
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3322neu2	PonteCare - Herr Fred Zwygart, c/o PonteNet	Zentrum 32	3322	Urtenen-Schönbühl
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3550	AN Emmental	Lindenstrasse 7	3550	Langnau I. E.
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3600	Igomed (Geschäftsstelle)	Goldiwilstrasse 36a	3600	Thun
0343	BE	2016	PR-REG CH1	BasicPlus	hmo3812	Beodocs, Dr. Med. Th. Michel	Lehngasse 47	3812	Wilderswil
0343	BE	2016	PR-REG CH2	BasicPlus	hmo2502M	Mednet Biel - Dr. Christof Käch	Murtenstrasse 18	2502	Biel/Bienne
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3011B10L	Localmed AG	Bubenbergplatz 10	3011	Bern
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3011B11	Medix Praxis Bubenberg	Bubenbergplatz 11	3011	Bern
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3012M	Mednet Bern - Dr. Amato Giani	Gesellschaftstrasse 30	3012	Bern
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3013B	Ärztenetzwerk Bern, Dr. Med. Guido Brun del Re	Beundenfeldstrasse 51	3013	Bern
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3047A	Ärztenetz Doxnet, Dr. Med. Vinzenz Hebeisen	Aeschenbrunnmattstrasse 9	3047	Bremgarten
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3052G	Ärztenetz Grauholz, Dr. Med. Markus Strebel	Lüftenweg 1	3052	Zollikofen
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3063	AN Bantiger, Dr. Med. E. Dreyer	Thalgut-Zentrum	3063	Ittigen
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3322neu1	Oberaargau - Dr. Thomas Ruckstuhl, c/o PonteNet	Zentrum 32	3322	Urtenen-Schönbühl
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3322neu2	PonteCare - Herr Fred Zwygart, c/o PonteNet	Zentrum 32	3322	Urtenen-Schönbühl
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3550	AN Emmental	Lindenstrasse 7	3550	Langnau I. E.
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3600	Igomed (Geschäftsstelle)	Goldiwilstrasse 36a	3600	Thun
0343	BE	2016	PR-REG CH2	BasicPlus	hmo3812	Beodocs, Dr. Med. Th. Michel	Lehngasse 47	3812	Wilderswil
0343	BE	2016	PR-REG CH3	BasicPlus	hmo2502M	Mednet Biel - Dr. Christof Käch	Murtenstrasse 18	2502	Biel/Bienne
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3011B10L	Localmed AG	Bubenbergplatz 10	3011	Bern
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3011B11	Medix Praxis Bubenberg	Bubenbergplatz 11	3011	Bern
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3012M	Mednet Bern - Dr. Amato Giani	Gesellschaftstrasse 30	3012	Bern
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3013B	Ärztenetzwerk Bern, Dr. Med. Guido Brun del Re	Beundenfeldstrasse 51	3013	Bern
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3047A	Ärztenetz Doxnet, Dr. Med. Vinzenz Hebeisen	Aeschenbrunnmattstrasse 9	3047	Bremgarten
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3052G	Ärztenetz Grauholz, Dr. Med. Markus Strebel	Lüftenweg 1	3052	Zollikofen
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3063	AN Bantiger, Dr. Med. E. Dreyer	Thalgut-Zentrum	3063	Ittigen
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3322neu1	Oberaargau - Dr. Thomas Ruckstuhl, c/o PonteNet	Zentrum 32	3322	Urtenen-Schönbühl
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3322neu2	PonteCare - Herr Fred Zwygart, c/o PonteNet	Zentrum 32	3322	Urtenen-Schönbühl
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3550	AN Emmental	Lindenstrasse 7	3550	Langnau I. E.
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3600	Igomed (Geschäftsstelle)	Goldiwilstrasse 36a	3600	Thun
0343	BE	2016	PR-REG CH3	BasicPlus	hmo3812	Beodocs, Dr. Med. Th. Michel	Lehngasse 47	3812	Wilderswil
0343	BL	2016	PR-REG CH1	BasicPlus	hmo4054R	Ärztenetz Nordwest AG, Dr. Med. Philipp Tschopp	Rütimeyerplatz 9	4054	Basel
0343	BL	2016	PR-REG CH1	BasicPlus	hmo4153	Hausarztverein Angenstein, Dr. Med. H-P Merz	Angensteinerstr. 6	4153	Reinach
0343	BL	2016	PR-REG CH2	BasicPlus	hmo4054R	Ärztenetz Nordwest AG, Dr. Med. Philipp Tschopp	Rütimeyerplatz 9	4054	Basel
0343	BL	2016	PR-REG CH2	BasicPlus	hmo4153	Hausarztverein Angenstein, Dr. Med. H-P Merz	Angensteinerstr. 6	4153	Reinach
0343	BS	2016	PR-REG CH0	BasicPlus	hmo4010M	Gesundheitsplan Basel (Meconex)	Sternengasse 18	4010	Basel
0343	BS	2016	PR-REG CH0	BasicPlus	hmo4051S	CENTRAMED Basel	Sternengasse 21	4051	Basel
0343	BS	2016	PR-REG CH0	BasicPlus	hmo4054R	Ärztenetz Nordwest AG, Dr. Med. Philipp Tschopp	Rütimeyerplatz 9	4054	Basel
